processo_id;acao;autor;reu
P-03230;Execução Cível;GlobalTech Corp.;Prefeitura Municipal de Nova Esperança
P-03231;Execução de título extrajudicial;AgroVale Ltda.;João da Silva
P-03232;Extinção de condomínio;Ricardo Almeida;Prefeitura Municipal de Nova Esperança
P-03233;Inventário e partilha;AgroVale Ltda.;Ana Paula Lima
P-03234;Execução de título extrajudicial;Juliana Rocha;AgroVale Ltda.
P-03235;Execução Cível;Fernanda Costa;Construtora Nova Era Ltda.
P-03236;Execução de alimentos;Juliana Rocha;Secretaria de Saúde de Santa Clara
P-03237;Extinção de condomínio;João da Silva;Carlos Souza
P-03238;Extinção de condomínio;Prefeitura Municipal de Nova Esperança;Construtora Nova Era Ltda.
P-03239;Busca e apreensão;Instituto Nacional de Energia Renovável;Ana Paula Lima
P-03240;Ações hipotecárias;Construtora Nova Era Ltda.;Instituto Nacional de Energia Renovável
P-03241;Busca e apreensão;Oficina Mecânica do Zé;Ricardo Almeida
P-03242;Falência e Recuperação Judicial;Estado de Santa Aurora;Maria Oliveira
P-03243;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Oficina Mecânica do Zé
P-03244;Execução Cível;Pedro Henrique Santos;Oficina Mecânica do Zé
P-03245;Trabalhista;Instituto Nacional de Energia Renovável;Fernanda Costa
P-03246;Execução Cível;Carlos Souza;Oficina Mecânica do Zé
P-03247;Extinção de condomínio;Construtora Nova Era Ltda.;Construtora Nova Era Ltda.
P-03248;Busca e apreensão;Ricardo Almeida;Ricardo Almeida
P-03249;Inventário e partilha;Carlos Souza;Construtora Nova Era Ltda.
P-03250;Busca e apreensão;TechBrasil S.A.;João da Silva
P-03251;Extinção de condomínio;Ana Paula Lima;Carlos Souza
P-03252;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-03253;Busca e apreensão;Carlos Souza;Juliana Rocha
P-03254;Inventário e partilha;Pedro Henrique Santos;TechBrasil S.A.
P-03255;Execução de título extrajudicial;Maria Oliveira;Estado de Santa Aurora
P-03256;Execução de alimentos;João da Silva;Juliana Rocha
P-03257;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Estado de Santa Aurora
P-03258;Busca e apreensão;João da Silva;Juliana Rocha
P-03259;Execução de alimentos;Prefeitura Municipal de Nova Esperança;Oficina Mecânica do Zé
P-03260;Trabalhista;TechBrasil S.A.;Estado de Santa Aurora
P-03261;Execução de alimentos;Instituto Nacional de Energia Renovável;João da Silva
P-03262;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Ana Paula Lima
P-03263;Execução de título extrajudicial;AgroVale Ltda.;Prefeitura Municipal de Nova Esperança
P-03264;Extinção de condomínio;GlobalTech Corp.;GlobalTech Corp.
P-03265;Falência e Recuperação Judicial;Estado de Santa Aurora;Prefeitura Municipal de Nova Esperança
P-03266;Trabalhista;Construtora Nova Era Ltda.;Ricardo Almeida
P-03267;Busca e apreensão;Instituto Nacional de Energia Renovável;João da Silva
P-03268;Execução de alimentos;Juliana Rocha;João da Silva
P-03269;Ações hipotecárias;Carlos Souza;Ana Paula Lima
P-03270;Trabalhista;Ana Paula Lima;Ricardo Almeida
P-03271;Execução Cível;Juliana Rocha;AgroVale Ltda.
P-03272;Execução de título extrajudicial;Prefeitura Municipal de Nova Esperança;Ana Paula Lima
P-03273;Execução de alimentos;Construtora Nova Era Ltda.;Maria Oliveira
P-03274;Trabalhista;Secretaria de Saúde de Santa Clara;Ana Paula Lima
P-03275;Inventário e partilha;Secretaria de Saúde de Santa Clara;GlobalTech Corp.
P-03276;Execução de alimentos;Secretaria de Saúde de Santa Clara;Maria Oliveira
P-03277;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Maria Oliveira
P-03278;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Instituto Nacional de Energia Renovável
P-03279;Busca e apreensão;Carlos Souza;Ana Paula Lima
P-03280;Execução de título extrajudicial;Fernanda Costa;Estado de Santa Aurora
P-03281;Ações hipotecárias;Pedro Henrique Santos;Maria Oliveira
P-03282;Execução de alimentos;Instituto Nacional de Energia Renovável;GlobalTech Corp.
P-03283;Trabalhista;Fernanda Costa;Ricardo Almeida
P-03284;Execução Fiscal;Estado de Santa Aurora;Prefeitura Municipal de Nova Esperança
P-03285;Execução Cível;Estado de Santa Aurora;Construtora Nova Era Ltda.
P-03286;Execução Cível;GlobalTech Corp.;Estado de Santa Aurora
P-03287;Trabalhista;Fernanda Costa;Fernanda Costa
P-03288;Ações hipotecárias;Secretaria de Saúde de Santa Clara;Carlos Souza
P-03289;Trabalhista;Juliana Rocha;Pedro Henrique Santos
P-03290;Busca e apreensão;Prefeitura Municipal de Nova Esperança;Juliana Rocha
P-03291;Execução Cível;Ana Paula Lima;Fernanda Costa
P-03292;Extinção de condomínio;Carlos Souza;Ricardo Almeida
P-03293;Busca e apreensão;Ricardo Almeida;Carlos Souza
P-03294;Execução de título extrajudicial;Fernanda Costa;Secretaria de Saúde de Santa Clara
P-03295;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Instituto Nacional de Energia Renovável
P-03296;Execução Cível;TechBrasil S.A.;João da Silva
P-03297;Falência e Recuperação Judicial;Estado de Santa Aurora;Construtora Nova Era Ltda.
P-03298;Busca e apreensão;Construtora Nova Era Ltda.;Maria Oliveira
P-03299;Inventário e partilha;GlobalTech Corp.;Estado de Santa Aurora
P-03300;Execução de alimentos;Estado de Santa Aurora;Construtora Nova Era Ltda.
P-03301;Execução Fiscal;Estado de Santa Aurora;Ana Paula Lima
P-03302;Execução Cível;Estado de Santa Aurora;Carlos Souza
P-03303;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Secretaria de Saúde de Santa Clara
P-03304;Ações hipotecárias;Pedro Henrique Santos;Pedro Henrique Santos
P-03305;Busca e apreensão;Carlos Souza;Juliana Rocha
P-03306;Execução de alimentos;Prefeitura Municipal de Nova Esperança;Oficina Mecânica do Zé
P-03307;Execução de alimentos;Construtora Nova Era Ltda.;João da Silva
P-03308;Busca e apreensão;Fernanda Costa;Pedro Henrique Santos
P-03309;Ações hipotecárias;Secretaria de Saúde de Santa Clara;Maria Oliveira
P-03310;Execução Fiscal;Secretaria de Saúde de Santa Clara;Ricardo Almeida
P-03311;Inventário e partilha;Prefeitura Municipal de Nova Esperança;Prefeitura Municipal de Nova Esperança
P-03312;Trabalhista;Ana Paula Lima;João da Silva
P-03313;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Instituto Nacional de Energia Renovável
P-03314;Execução Cível;Pedro Henrique Santos;Pedro Henrique Santos
P-03315;Ações hipotecárias;Ricardo Almeida;TechBrasil S.A.
P-03316;Execução de alimentos;GlobalTech Corp.;Pedro Henrique Santos
P-03317;Execução de alimentos;Ana Paula Lima;João da Silva
P-03318;Execução Cível;Instituto Nacional de Energia Renovável;Ana Paula Lima
P-03319;Execução Cível;Construtora Nova Era Ltda.;Ana Paula Lima
P-03320;Ações hipotecárias;Construtora Nova Era Ltda.;Oficina Mecânica do Zé
P-03321;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Construtora Nova Era Ltda.
P-03322;Busca e apreensão;GlobalTech Corp.;Pedro Henrique Santos
P-03323;Extinção de condomínio;Pedro Henrique Santos;Oficina Mecânica do Zé
P-03324;Execução de alimentos;Secretaria de Saúde de Santa Clara;Fernanda Costa
P-03325;Execução Fiscal;Instituto Nacional de Energia Renovável;Pedro Henrique Santos
P-03326;Execução Cível;Ana Paula Lima;Estado de Santa Aurora
P-03327;Inventário e partilha;Maria Oliveira;Ricardo Almeida
P-03328;Busca e apreensão;Oficina Mecânica do Zé;AgroVale Ltda.
P-03329;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Pedro Henrique Santos
P-03330;Execução de alimentos;Instituto Nacional de Energia Renovável;AgroVale Ltda.
P-03331;Execução Fiscal;Instituto Nacional de Energia Renovável;Oficina Mecânica do Zé
P-03332;Falência e Recuperação Judicial;Estado de Santa Aurora;AgroVale Ltda.
P-03333;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Maria Oliveira
P-03334;Extinção de condomínio;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-03335;Busca e apreensão;TechBrasil S.A.;Carlos Souza
P-03336;Trabalhista;Maria Oliveira;Fernanda Costa
P-03337;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Carlos Souza
P-03338;Execução Cível;Construtora Nova Era Ltda.;Construtora Nova Era Ltda.
P-03339;Inventário e partilha;Juliana Rocha;Maria Oliveira
P-03340;Ações hipotecárias;AgroVale Ltda.;Instituto Nacional de Energia Renovável
P-03341;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-03342;Execução Fiscal;Instituto Nacional de Energia Renovável;Secretaria de Saúde de Santa Clara
P-03343;Execução Cível;Prefeitura Municipal de Nova Esperança;Prefeitura Municipal de Nova Esperança
P-03344;Execução Cível;Pedro Henrique Santos;Instituto Nacional de Energia Renovável
P-03345;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;TechBrasil S.A.
P-03346;Execução Cível;João da Silva;Ricardo Almeida
P-03347;Execução Fiscal;Prefeitura Municipal de Nova Esperança;GlobalTech Corp.
P-03348;Ações hipotecárias;João da Silva;Estado de Santa Aurora
P-03349;Trabalhista;Instituto Nacional de Energia Renovável;Oficina Mecânica do Zé
P-03350;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Oficina Mecânica do Zé
P-03351;Busca e apreensão;Carlos Souza;Carlos Souza
P-03352;Busca e apreensão;Fernanda Costa;AgroVale Ltda.
P-03353;Execução de título extrajudicial;Oficina Mecânica do Zé;AgroVale Ltda.
P-03354;Busca e apreensão;Maria Oliveira;GlobalTech Corp.
P-03355;Execução Fiscal;Instituto Nacional de Energia Renovável;Fernanda Costa
P-03356;Trabalhista;Oficina Mecânica do Zé;João da Silva
P-03357;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Estado de Santa Aurora
P-03358;Trabalhista;Estado de Santa Aurora;Prefeitura Municipal de Nova Esperança
P-03359;Execução Fiscal;Secretaria de Saúde de Santa Clara;Maria Oliveira
P-03360;Execução de título extrajudicial;Construtora Nova Era Ltda.;AgroVale Ltda.
P-03361;Execução Cível;Fernanda Costa;Estado de Santa Aurora
P-03362;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;GlobalTech Corp.
P-03363;Execução Fiscal;Instituto Nacional de Energia Renovável;Instituto Nacional de Energia Renovável
P-03364;Ações hipotecárias;Estado de Santa Aurora;GlobalTech Corp.
P-03365;Busca e apreensão;Ana Paula Lima;Fernanda Costa
P-03366;Execução de título extrajudicial;João da Silva;Instituto Nacional de Energia Renovável
P-03367;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Juliana Rocha
P-03368;Execução de alimentos;Pedro Henrique Santos;Juliana Rocha
P-03369;Execução de título extrajudicial;Carlos Souza;Pedro Henrique Santos
P-03370;Execução de título extrajudicial;João da Silva;GlobalTech Corp.
P-03371;Inventário e partilha;Instituto Nacional de Energia Renovável;Estado de Santa Aurora
P-03372;Execução Cível;Pedro Henrique Santos;Oficina Mecânica do Zé
P-03373;Execução de alimentos;Oficina Mecânica do Zé;João da Silva
P-03374;Extinção de condomínio;Secretaria de Saúde de Santa Clara;Secretaria de Saúde de Santa Clara
P-03375;Ações hipotecárias;João da Silva;Instituto Nacional de Energia Renovável
P-03376;Execução Cível;João da Silva;GlobalTech Corp.
P-03377;Execução Fiscal;Estado de Santa Aurora;Prefeitura Municipal de Nova Esperança
P-03378;Execução de título extrajudicial;Carlos Souza;Carlos Souza
P-03379;Busca e apreensão;Maria Oliveira;João da Silva
P-03380;Busca e apreensão;Prefeitura Municipal de Nova Esperança;Ricardo Almeida
P-03381;Inventário e partilha;AgroVale Ltda.;Fernanda Costa
P-03382;Ações hipotecárias;Oficina Mecânica do Zé;Ricardo Almeida
P-03383;Execução de título extrajudicial;Prefeitura Municipal de Nova Esperança;Ana Paula Lima
P-03384;Trabalhista;Maria Oliveira;Construtora Nova Era Ltda.
P-03385;Extinção de condomínio;Estado de Santa Aurora;AgroVale Ltda.
P-03386;Trabalhista;Fernanda Costa;Carlos Souza
P-03387;Execução de alimentos;GlobalTech Corp.;Ricardo Almeida
P-03388;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;João da Silva
P-03389;Extinção de condomínio;Prefeitura Municipal de Nova Esperança;Oficina Mecânica do Zé
P-03390;Execução Cível;Ana Paula Lima;Juliana Rocha
P-03391;Execução Fiscal;Secretaria de Saúde de Santa Clara;Construtora Nova Era Ltda.
P-03392;Extinção de condomínio;Carlos Souza;GlobalTech Corp.
P-03393;Inventário e partilha;Carlos Souza;Maria Oliveira
P-03394;Execução Fiscal;Estado de Santa Aurora;Secretaria de Saúde de Santa Clara
P-03395;Busca e apreensão;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-03396;Inventário e partilha;Estado de Santa Aurora;Secretaria de Saúde de Santa Clara
P-03397;Ações hipotecárias;Prefeitura Municipal de Nova Esperança;Instituto Nacional de Energia Renovável
P-03398;Trabalhista;Juliana Rocha;Prefeitura Municipal de Nova Esperança
P-03399;Busca e apreensão;Secretaria de Saúde de Santa Clara;Secretaria de Saúde de Santa Clara
P-03400;Execução Cível;Prefeitura Municipal de Nova Esperança;Construtora Nova Era Ltda.
P-03401;Execução Cível;AgroVale Ltda.;Maria Oliveira
P-03402;Falência e Recuperação Judicial;Estado de Santa Aurora;Juliana Rocha
P-03403;Extinção de condomínio;AgroVale Ltda.;Maria Oliveira
P-03404;Execução de título extrajudicial;GlobalTech Corp.;Ricardo Almeida
P-03405;Extinção de condomínio;Carlos Souza;Prefeitura Municipal de Nova Esperança
P-03406;Extinção de condomínio;Fernanda Costa;Prefeitura Municipal de Nova Esperança
P-03407;Extinção de condomínio;João da Silva;Secretaria de Saúde de Santa Clara
P-03408;Execução de título extrajudicial;AgroVale Ltda.;Juliana Rocha
P-03409;Execução de título extrajudicial;Ricardo Almeida;Estado de Santa Aurora
P-03410;Execução Fiscal;Estado de Santa Aurora;Secretaria de Saúde de Santa Clara
P-03411;Ações hipotecárias;TechBrasil S.A.;Prefeitura Municipal de Nova Esperança
P-03412;Extinção de condomínio;Maria Oliveira;Prefeitura Municipal de Nova Esperança
P-03413;Execução de título extrajudicial;Ricardo Almeida;Prefeitura Municipal de Nova Esperança
P-03414;Trabalhista;Juliana Rocha;AgroVale Ltda.
P-03415;Ações hipotecárias;Construtora Nova Era Ltda.;Secretaria de Saúde de Santa Clara
P-03416;Busca e apreensão;Juliana Rocha;Maria Oliveira
P-03417;Inventário e partilha;Carlos Souza;Oficina Mecânica do Zé
P-03418;Execução de título extrajudicial;AgroVale Ltda.;GlobalTech Corp.
P-03419;Busca e apreensão;Oficina Mecânica do Zé;Secretaria de Saúde de Santa Clara
P-03420;Ações hipotecárias;Construtora Nova Era Ltda.;Secretaria de Saúde de Santa Clara
P-03421;Extinção de condomínio;AgroVale Ltda.;Estado de Santa Aurora
P-03422;Trabalhista;TechBrasil S.A.;Carlos Souza
P-03423;Execução de alimentos;Carlos Souza;Ana Paula Lima
P-03424;Execução de título extrajudicial;GlobalTech Corp.;Fernanda Costa
P-03425;Trabalhista;Instituto Nacional de Energia Renovável;Instituto Nacional de Energia Renovável
P-03426;Execução Fiscal;Secretaria de Saúde de Santa Clara;Instituto Nacional de Energia Renovável
P-03427;Extinção de condomínio;Maria Oliveira;Instituto Nacional de Energia Renovável
P-03428;Falência e Recuperação Judicial;Estado de Santa Aurora;Ana Paula Lima
P-03429;Execução Fiscal;Instituto Nacional de Energia Renovável;Juliana Rocha
P-03430;Execução Cível;Construtora Nova Era Ltda.;João da Silva
P-03431;Execução Cível;Instituto Nacional de Energia Renovável;Estado de Santa Aurora
P-03432;Execução Cível;Pedro Henrique Santos;Oficina Mecânica do Zé
P-03433;Inventário e partilha;Fernanda Costa;Carlos Souza
P-03434;Trabalhista;Maria Oliveira;Estado de Santa Aurora
P-03435;Execução de alimentos;Ana Paula Lima;Construtora Nova Era Ltda.
P-03436;Extinção de condomínio;Carlos Souza;Ricardo Almeida
P-03437;Execução de alimentos;Prefeitura Municipal de Nova Esperança;Estado de Santa Aurora
P-03438;Falência e Recuperação Judicial;Estado de Santa Aurora;AgroVale Ltda.
P-03439;Inventário e partilha;João da Silva;Fernanda Costa
P-03440;Extinção de condomínio;Ricardo Almeida;AgroVale Ltda.
P-03441;Execução de alimentos;Construtora Nova Era Ltda.;Prefeitura Municipal de Nova Esperança
P-03442;Trabalhista;AgroVale Ltda.;Estado de Santa Aurora
P-03443;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Juliana Rocha
P-03444;Extinção de condomínio;TechBrasil S.A.;Pedro Henrique Santos
P-03445;Extinção de condomínio;Secretaria de Saúde de Santa Clara;Estado de Santa Aurora
P-03446;Execução Fiscal;Instituto Nacional de Energia Renovável;Instituto Nacional de Energia Renovável
P-03447;Trabalhista;Instituto Nacional de Energia Renovável;Pedro Henrique Santos
P-03448;Inventário e partilha;Prefeitura Municipal de Nova Esperança;Oficina Mecânica do Zé
P-03449;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Maria Oliveira
P-03450;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Fernanda Costa
P-03451;Execução Fiscal;Estado de Santa Aurora;GlobalTech Corp.
P-03452;Execução de alimentos;Ana Paula Lima;Ana Paula Lima
P-03453;Execução de título extrajudicial;Oficina Mecânica do Zé;João da Silva
